mrid,conducting_equipment,connect,connected_terminals,current_feeder_direction,name,phases,sequence_number,traced_phases,connected,base_voltage,connectivity_node,connectivity_node_id,current_phases.terminal,names,normal_phases.terminal
539225-624891,AcLineSegment{539225},True,[Terminal{18010804-624891}],FeederDirection.DOWNSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{624891-cn},624891-cn,Terminal{539225-624891},<generator object ngen at 0x0000015E8FE996C0>,Terminal{539225-624891}
733169-77245,Disconnector{733169},True,"[Terminal{30753244-77245}, Terminal{30753186-77245}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{77245-cn},77245-cn,Terminal{733169-77245},<generator object ngen at 0x0000015E8FE996C0>,Terminal{733169-77245}
220527-350273,BusbarSection{220527},True,"[Terminal{729686-350273}, Terminal{220526-350273}]",FeederDirection.DOWNSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{350273-cn},350273-cn,Terminal{220527-350273},<generator object ngen at 0x0000015E8FE996C0>,Terminal{220527-350273}
709707-22235,AcLineSegment{709707},True,"[Terminal{26232-22235}, Terminal{568999-22235}, Terminal{569000-22235}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{22235-cn},22235-cn,Terminal{709707-22235},<generator object ngen at 0x0000015E8FE996C0>,Terminal{709707-22235}
579701-661622,AcLineSegment{579701},True,[Terminal{17338934-661622}],FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{661622-cn},661622-cn,Terminal{579701-661622},<generator object ngen at 0x0000015E8FE996C0>,Terminal{579701-661622}
571386-183157,AcLineSegment{571386},True,"[Terminal{82123-183157}, Terminal{143481-183157}, Terminal{654328-183157}, Terminal{580137-183157}, Terminal{204319-183157}, Terminal{571384-183157}, Terminal{580135-183157}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{183157-cn},183157-cn,Terminal{571386-183157},<generator object ngen at 0x0000015E8FE996C0>,Terminal{571386-183157}
567821-334677,AcLineSegment{567821},True,"[Terminal{688465-334677}, Terminal{567822-334677}, Terminal{684113-334677}, Terminal{603453-334677}, Terminal{684114-334677}, Terminal{547321-334677}, Terminal{29218180-334677}, Terminal{649300-334677}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-415},ConnectivityNode{334677-cn},334677-cn,Terminal{567821-334677},<generator object ngen at 0x0000015E8FE996C0>,Terminal{567821-334677}
734089-118306,Disconnector{734089},True,"[Terminal{224276-118306}, Terminal{224275-118306}]",FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{118306-cn},118306-cn,Terminal{734089-118306},<generator object ngen at 0x0000015E8FE996C0>,Terminal{734089-118306}
202152-364753,Disconnector{202152},True,[Terminal{219474-364753}],FeederDirection.BOTH,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{364753-cn},364753-cn,Terminal{202152-364753},<generator object ngen at 0x0000015E8FE996C0>,Terminal{202152-364753}
602538-108242,AcLineSegment{602538},True,"[Terminal{538474-108242}, Terminal{537835-108242}, Terminal{538454-108242}, Terminal{537836-108242}, Terminal{602537-108242}]",FeederDirection.DOWNSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{108242-cn},108242-cn,Terminal{602538-108242},<generator object ngen at 0x0000015E8FE996C0>,Terminal{602538-108242}
21564432-211781,EnergyConsumer{21564432},True,[Terminal{102424-211781}],FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-415},ConnectivityNode{211781-cn},211781-cn,Terminal{21564432-211781},<generator object ngen at 0x0000015E8FE996C0>,Terminal{21564432-211781}
551877-278590,AcLineSegment{551877},True,"[Terminal{551876-278590}, Terminal{545982-278590}, Terminal{14440184-278590}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{278590-cn},278590-cn,Terminal{551877-278590},<generator object ngen at 0x0000015E8FE996C0>,Terminal{551877-278590}
19065279-416548,Junction{19065279},True,"[Terminal{287167-416548}, Terminal{287168-416548}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{416548-cn},416548-cn,Terminal{19065279-416548},<generator object ngen at 0x0000015E8FE996C0>,Terminal{19065279-416548}
18242976-287701,EnergyConsumer{18242976},True,[Terminal{570581-287701}],FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{287701-cn},287701-cn,Terminal{18242976-287701},<generator object ngen at 0x0000015E8FE996C0>,Terminal{18242976-287701}
15713867-412511,EnergyConsumer{15713867},True,[Terminal{283086-412511}],FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{412511-cn},412511-cn,Terminal{15713867-412511},<generator object ngen at 0x0000015E8FE996C0>,Terminal{15713867-412511}
18397699-156242,EnergyConsumer{18397699},True,"[Terminal{304309-156242}, Terminal{304308-156242}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{156242-cn},156242-cn,Terminal{18397699-156242},<generator object ngen at 0x0000015E8FE996C0>,Terminal{18397699-156242}
17337806-619391,EnergyConsumer{17337806},True,[Terminal{140532-619391}],FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{619391-cn},619391-cn,Terminal{17337806-619391},<generator object ngen at 0x0000015E8FE996C0>,Terminal{17337806-619391}
29227613-512638,EnergyConsumer{29227613},True,"[Terminal{97662-512638}, Terminal{179263-512638}, Terminal{649554-512638}, Terminal{179264-512638}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{512638-cn},512638-cn,Terminal{29227613-512638},<generator object ngen at 0x0000015E8FE996C0>,Terminal{29227613-512638}
637220-700454,AcLineSegment{637220},True,[Terminal{637222-700454}],FeederDirection.BOTH,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-415},ConnectivityNode{700454-cn},700454-cn,Terminal{637220-700454},<generator object ngen at 0x0000015E8FE996C0>,Terminal{637220-700454}
243655-127303,AcLineSegment{243655},True,"[Terminal{235597-127303}, Terminal{37284459-127303}, Terminal{243656-127303}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-22000},ConnectivityNode{127303-cn},127303-cn,Terminal{243655-127303},<generator object ngen at 0x0000015E8FE996C0>,Terminal{243655-127303}
1518-39937,AcLineSegment{1518},True,[Terminal{46484-39937}],FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-22000},ConnectivityNode{39937-cn},39937-cn,Terminal{1518-39937},<generator object ngen at 0x0000015E8FE996C0>,Terminal{1518-39937}
550277-277774,AcLineSegment{550277},True,[Terminal{17348262-277774}],FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{277774-cn},277774-cn,Terminal{550277-277774},<generator object ngen at 0x0000015E8FE996C0>,Terminal{550277-277774}
17339000-652125,EnergyConsumer{17339000},True,[Terminal{570559-652125}],FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{652125-cn},652125-cn,Terminal{17339000-652125},<generator object ngen at 0x0000015E8FE996C0>,Terminal{17339000-652125}
10450955-345863,Junction{10450955},True,"[Terminal{199881-345863}, Terminal{213082-345863}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{345863-cn},345863-cn,Terminal{10450955-345863},<generator object ngen at 0x0000015E8FE996C0>,Terminal{10450955-345863}
234931-31106,AcLineSegment{234931},True,[Terminal{8091-31106}],FeederDirection.UPSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-22000},ConnectivityNode{31106-cn},31106-cn,Terminal{234931-31106},<generator object ngen at 0x0000015E8FE996C0>,Terminal{234931-31106}
644958-273601,AcLineSegment{644958},True,"[Terminal{164059-273601}, Terminal{727762-273601}, Terminal{553725-273601}, Terminal{28943528-273601}, Terminal{541982-273601}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{273601-cn},273601-cn,Terminal{644958-273601},<generator object ngen at 0x0000015E8FE996C0>,Terminal{644958-273601}
723644-332349,Disconnector{723644},True,"[Terminal{685043-332349}, Terminal{188402-332349}, Terminal{658083-332349}, Terminal{31040029-332349}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{332349-cn},332349-cn,Terminal{723644-332349},<generator object ngen at 0x0000015E8FE996C0>,Terminal{723644-332349}
570577-287697,AcLineSegment{570577},True,"[Terminal{164072-287697}, Terminal{570579-287697}, Terminal{570580-287697}, Terminal{570616-287697}, Terminal{570578-287697}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{287697-cn},287697-cn,Terminal{570577-287697},<generator object ngen at 0x0000015E8FE996C0>,Terminal{570577-287697}
685014-734863,AcLineSegment{685014},True,[Terminal{17347922-734863}],FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{734863-cn},734863-cn,Terminal{685014-734863},<generator object ngen at 0x0000015E8FE996C0>,Terminal{685014-734863}
140888-613959,AcLineSegment{140888},True,[Terminal{18003503-613959}],FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{613959-cn},613959-cn,Terminal{140888-613959},<generator object ngen at 0x0000015E8FE996C0>,Terminal{140888-613959}
186545-596256,AcLineSegment{186545},True,"[Terminal{29227624-596256}, Terminal{570624-596256}, Terminal{570623-596256}, Terminal{533750-596256}, Terminal{636677-596256}, Terminal{570622-596256}, Terminal{131274-596256}, Terminal{653863-596256}, Terminal{636678-596256}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{596256-cn},596256-cn,Terminal{186545-596256},<generator object ngen at 0x0000015E8FE996C0>,Terminal{186545-596256}
198396-344483,AcLineSegment{198396},True,"[Terminal{519256-344483}, Terminal{14404082-344483}]",FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{344483-cn},344483-cn,Terminal{198396-344483},<generator object ngen at 0x0000015E8FE996C0>,Terminal{198396-344483}
17347880-640932,EnergyConsumer{17347880},True,[Terminal{557116-640932}],FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{640932-cn},640932-cn,Terminal{17347880-640932},<generator object ngen at 0x0000015E8FE996C0>,Terminal{17347880-640932}
108858-540646,AcLineSegment{108858},True,"[Terminal{18279366-540646}, Terminal{580923-540646}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{540646-cn},540646-cn,Terminal{108858-540646},<generator object ngen at 0x0000015E8FE996C0>,Terminal{108858-540646}
720408-34984,Disconnector{720408},True,[Terminal{716-34984}],FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{34984-cn},34984-cn,Terminal{720408-34984},<generator object ngen at 0x0000015E8FE996C0>,Terminal{720408-34984}
19066295-417101,Junction{19066295},True,"[Terminal{287687-417101}, Terminal{288846-417101}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{417101-cn},417101-cn,Terminal{19066295-417101},<generator object ngen at 0x0000015E8FE996C0>,Terminal{19066295-417101}
34534-114798,BusbarSection{34534},True,"[Terminal{23353838-114798}, Terminal{731353-114798}, Terminal{34533-114798}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{114798-cn},114798-cn,Terminal{34534-114798},<generator object ngen at 0x0000015E8FE996C0>,Terminal{34534-114798}
17348292-608448,EnergyConsumer{17348292},True,[Terminal{519251-608448}],FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{608448-cn},608448-cn,Terminal{17348292-608448},<generator object ngen at 0x0000015E8FE996C0>,Terminal{17348292-608448}
30931347-558525,Junction{30931347},True,"[Terminal{496363-558525}, Terminal{458835-558525}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{558525-cn},558525-cn,Terminal{30931347-558525},<generator object ngen at 0x0000015E8FE996C0>,Terminal{30931347-558525}
580923-292823,AcLineSegment{580923},True,"[Terminal{582065-292823}, Terminal{29218004-292823}, Terminal{582063-292823}, Terminal{579964-292823}, Terminal{660101-292823}, Terminal{660100-292823}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{292823-cn},292823-cn,Terminal{580923-292823},<generator object ngen at 0x0000015E8FE996C0>,Terminal{580923-292823}
568255-649690,AcLineSegment{568255},True,[Terminal{18007395-649690}],FeederDirection.DOWNSTREAM,,PhaseCode.ABC,2,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{649690-cn},649690-cn,Terminal{568255-649690},<generator object ngen at 0x0000015E8FE996C0>,Terminal{568255-649690}
467245-287668,AcLineSegment{467245},True,"[Terminal{652757-287668}, Terminal{641861-287668}, Terminal{570561-287668}, Terminal{570523-287668}, Terminal{652758-287668}, Terminal{29218092-287668}, Terminal{562393-287668}]",FeederDirection.UPSTREAM,,PhaseCode.ABC,1,"TracedPhases(normal={A, B, C, NONE}, current={A, B, C, NONE})",True,BaseVoltage{base-voltage-433},ConnectivityNode{287668-cn},287668-cn,Terminal{467245-287668},<generator object ngen at 0x0000015E8FE996C0>,Terminal{467245-287668}
